"HolderAddress","Quantity","PendingBalanceUpdate"
"0x61ce3b30554d3e0913ed645a51205f47d8208117","12","No"
"0x34606e4d14bfda85c5f8314931c833755fb964df","7","No"
"0x99520514d8679b2ca1d50580a2b38f8d5a52e146","7","No"
"0x0a7a29432241895997ce9ba9e450d68d971f77f9","6","No"
"0x189ecebfa5d3c5ea82d5172b1069c3305a0a149a","5","No"
"0xc46bfd225ad359f78c7fe84d50619977c6b7f318","5","No"
"0xfbc739a175a17bda735f94bead1873e3f88bc5a0","5","No"
"0x201b5abfd44a8f9b75f0fe1bae74cdac7675e54b","3","No"
"0x78235d7b68d7650bedfcc1b051a178fe3ef67115","3","No"
"0x97d2767db42135e1e2a5fd7dd3e11646ef4d2b28","3","No"
"0x9ed500f2dfbde0d561acd261318f79fd0322bae6","3","No"
"0xa1680d8a51307dfd4a97b19b97567f7abc9ed7eb","3","No"
"0xda22ecb2897040eb15da2a98765446ee07fdcc81","3","No"
"0x0122a528c9dcc2cec9c8cbcd7da72beb828d0527","2","No"
"0x06074ff83c4240c554de83160e611007d66125d5","2","No"
"0x1c6f1a832e73949c97fe335a98b6a5fc3c9c29e9","2","No"
"0x2332432309fc5496a2602e0d848d207a8d93ed50","2","No"
"0x3d97ad12d40ea711d88b53680b3ae19aa5ec870d","2","No"
"0x52515c9b4de4185f474140da9f7c6eb8d443f05a","2","No"
"0x69c719af48e088f4c47aceb3f6de7f0bcd16106a","2","No"
"0x79b3c5b2b704d3d34c35b15ba06da1c2f1cd2c0a","2","No"
"0x9e24c5bc402b20f9104f9f518c80baa55c0242ed","2","No"
"0xa218d6a3ad14cfbfc96017d5d7bceee1484bd6a5","2","No"
"0xa46e876c3bab36cc0443be11ff1f1ed81e3a54a0","2","No"
"0xbfc016652a6708b20ae850ee92d2ea23cca5f31a","2","No"
"0xe522304039b02dd2974a5f54fa21b1e29ae7db16","2","No"
"0xeeb66bc85abc68af8a06a70a5b544d7b285321d0","2","No"
"0xf0f2bb10f0e706128b270becdfd42663aac74154","2","No"
"0x02c545e7e16afbbe405fad98a8a5a9a9feece114","1","No"
"0x0700d8a9c0b225946b60f8d24661878caa6683a2","1","No"
"0x0a79798576190304ebbf17632912532e3f0ea303","1","No"
"0x0d1d74535bcabda2da2cff5a53c2b899901d423b","1","No"
"0x0f485d1768a42096372071501fbe779923fb54ca","1","No"
"0x15109f7f8ac81710daec2bc9296c4bab677b6820","1","No"
"0x1728345762cbc22d6f91a9c42b452324c2ad5bd2","1","No"
"0x1821bd18cbdd267ce4e389f893ddfe7beb333ab6","1","No"
"0x211f6a84aee392253d76407a4c59d0631ababe69","1","No"
"0x22ba1e3ef17609151fb322cfca979fe0d85248f7","1","No"
"0x2e67494a6efbaa66f932bce73152f99d7f56288e","1","No"
"0x2ffff4b662440f8076effd6385a44edbab1a7f93","1","No"
"0x374534de1dfd0b0f965600d887f452f7035ea08b","1","No"
"0x38b807a474553d3f5eb3e93b3927383fbe4bb2a7","1","No"
"0x38c8aca287668ed33cf2e2cde1817f554e105489","1","No"
"0x3983e864dfc308618529cd1b419470b4a19428f0","1","No"
"0x3f97e8c7becaffbca64d5f55d69bac4e0ee4bb2d","1","No"
"0x4288e54710a478d269e51cf72689fa3d42f4ca0d","1","No"
"0x42b576bfe9926537cec4a83f141a9204a3f929a0","1","No"
"0x42c2cf604842e6b3195b395066ee4ee19045e741","1","No"
"0x45f037560374a81c1efa077674406e2ac5175fa1","1","No"
"0x503d66ea74445af5e9ada4005f3826591f10b98e","1","No"
"0x53ae2b3505b8ea5469cca95f8c38906bb7122667","1","No"
"0x58e1109974aaab47155b54b3ce835c3878d4b890","1","No"
"0x5c8562a145a3c754ac25d5061d79f23d3cb68cc0","1","No"
"0x5e5a9fadb7e343f11e9b2619eb7e40cdc3ea636a","1","No"
"0x604b93b2c16554a39f1b136638e8b1a728e78dfe","1","No"
"0x60c9c7eb01a1e67e90f2dcb669d3d84c2b9fa0c0","1","No"
"0x6276279faf847cbb2ee0b8569177cc672eacd533","1","No"
"0x638ad8201f57ce5e14758d8283d9922c04f7f10a","1","No"
"0x6552316697951435772137032762628463705058","1","No"
"0x68236e5032c51022fc73d607ff5b81b969a95de1","1","No"
"0x69469f819abdf47f0164b7fe905993ebdf09bbe8","1","No"
"0x69cb5beaba86a6d4fb0567c6b88889c6a498b556","1","No"
"0x6ac0a3cd8566160122269b1f585fd77be0f38f77","1","No"
"0x6d361440dd4746387eff1ae65ddbfe891059e0ce","1","No"
"0x6f885dfab6520bd9bdc28a5a527e40daa625a770","1","No"
"0x732ac0ea4e559431315d27ef7204da2acd38cba4","1","No"
"0x79f64e7c9fa5b54735f565d101d0ac2dd6031918","1","No"
"0x7a8bcd9157d89e7d7bdb3f6eec93eba5b92e41f5","1","No"
"0x7bcba9296df0a11afac47881e9c08b40371ba008","1","No"
"0x7d112a6724dfe4506a3bbfa29ded117bf8d332a4","1","No"
"0x7dcc04b73c435382f7734147653e3d641aa0f7fb","1","No"
"0x818bb80a26ff5a6dfd52bab54b3a651c5da9e514","1","No"
"0x8c204451184259598631d770f192b66909ce94bd","1","No"
"0x8e2160a024ca85810e5bafba77ea332800c2b231","1","No"
"0x95adaec801b3e8cb7aa90c6922e23dc987ca2bbf","1","No"
"0x9820d17f52090ffa73331cc17c27798a3dad8e0f","1","No"
"0x98d39ad8c4d6a852921f30eb734c36fcc4f7acc9","1","No"
"0x9fa7b816181e907b58cc260fa7f1a89758df29ab","1","No"
"0xa020322c958defb28d3f8c3374beb9b01a906800","1","No"
"0xa11951c904b8123e2704b3af2b22cb4bbde09db5","1","No"
"0xa1e56badeb29635a0a5fc1c04b731010a8aff6d6","1","No"
"0xad569083dee565d4ddb648f32fa392d6d42864c6","1","No"
"0xada6cbd477311409df392f869c21f384a2d9d1ff","1","No"
"0xae761c68f0d6d18ae9118dc5d9ac7beb761bffbc","1","No"
"0xb7707b8e88241e77064725099113896bed5c3ed0","1","No"
"0xba993c1fee51a4a937bb6a8b7b74cd8dffdca1a4","1","No"
"0xbd65c36c97be77473926763e813ef697a70ca3af","1","No"
"0xbdfcbac39104172b328fceaaeae26b4493818f3e","1","No"
"0xc0421789f0803e99736620d2fe9e4de42b9de057","1","No"
"0xc0be9c98bffb09d0ba5531ec4979c208109545c0","1","No"
"0xc24d5b145c21f570a38cbb95cfd8ebb923182732","1","No"
"0xc54b8d1182ede5042ee05f73df5463df35036583","1","No"
"0xca695144ed80d2e5f10c8938c08dffbf2516a170","1","No"
"0xcbcf161f0b53e534a77989d83a89cbc9d66fd1b9","1","No"
"0xd5b82f1efef871c931128faaa4484d4861d1cdd9","1","No"
"0xd5cef3356af8f7b47abbe3340501a623c98fdb1b","1","No"
"0xdac2c5d760ff866bc796ddb88dffec3d9a90b7e5","1","No"
"0xdb881a807e87bc334084424c9e0404c845abda6d","1","No"
"0xe15d0643779f442a7610125990cd550b014035a1","1","No"
"0xe2289b87a38d32062a93bd94e9f787f448cadbb3","1","No"
"0xe23d6faf3c578a20b3bc7eafcbd584479b14db48","1","No"
"0xe4c7a6fcb6b90106d00874d01b9058908c31623d","1","No"
"0xeca345b5c749b8a9299b154fb036020e13394eb7","1","No"
"0xef54a382cd59c2ab47b95f4b2d2b57176a2825fc","1","No"
"0xef5c532bc5fa6a2821159863902893be6a09e038","1","No"
"0xf0739d4bf7cf465e152d066deb86ee93fc598bd0","1","No"
"0xf332d7cbd4396cd9d26e2b2a1c5ff2369363c230","1","No"
"0xf3d9281fa183b74f32b96e1c5244596045f4ede8","1","No"
"0xf3f441484b4749f5be6000efc84f44ac572815a6","1","No"
"0xf8a323e916921b0a82ebcb562a3441e46525822e","1","No"
"0xfbdefcaa6434df01666d3654334689ba41d48ea9","1","No"
"0xfdddad8b9ebd0ec6f624ed6b1f7d56fe21931298","1","No"
"0xfefdebce0dc6adaf34bbc4f9968e6d290a97cba4","1","No"
